"id";"name";"d1";"d2";"d3";"d4"
4697;"Magyar Bancorp, Inc. (MGYR)";"1423";"1091";"897";"574"
4698;"Senomyx, Inc. (SNMX)";"-1263";"-10686";"-12648";"-12150"
4699;"Aviat Networks, Inc. (AVNW)";"1845";"-823";"-29907";"-24625"
4700;"Limbach Holdings, Inc. (LMB)";"712";"1870";"4372";"-253.007"
4701;"JAKKS Pacific, Inc. (JAKK)";"-83085";"1243";"23254";"21509"
4702;"Leap Therapeutics, Inc. (LPTX)";"-29727";"-25632";"-12050";"-7705"
4703;"SORL Auto Parts, Inc. (SORL)";"24324.221";"19219.394";"13308.486";"13801.03"
4704;"NewLink Genetics Corporation (NLNK)";"-71951";"-85155";"-40381";"96017"
4705;"Veru Inc. (VERU)";"-6612.047";"344.725";"4346.036";"2433.061"
4706;"The InterGroup Corporation (INTG)";"4081";"-1653";"-7136";"2942"
4707;"Natural Alternatives International, Inc. (NAII)";"5051";"7235";"9546";"3346"
4708;"Elmira Savings Bank (ESBK)";"4851";"4337";"4122";"3665"
4709;"VolitionRx Limited (VNRX)";"-14769.207";"-11905.278";"-9530.242";"-8213.529"
4710;"Aberdeen Global Income Fund, Inc. (FCO)";"6875.562";"5787.02";"-11970.338";"1308.58"
4711;"Perma-Pipe International Holdings, Inc. (PPIH)";"-9976";"-12474";"-4409";"-181"
4712;"Mastech Digital, Inc. (MHH)";"1626";"2520";"2753";"3423"
4713;"Unique Fabricating, Inc. (UFAB)";"6486.691";"6684.12";"5028.938";"4464.84"
4714;"Edgewater Technology, Inc. (EDGW)";"-29136";"-2834";"-4060";"4064"
4715;"Full House Resorts, Inc. (FLL)";"-5028";"-5094";"-1317";"-20845"
4716;"Harvest Capital Credit Corporation (HCAP)";"1632.586";"6006.487";"6411.013";"9395.482"
4717;"Aptose Biosciences Inc. (APTO)";"-11661";"-14240";"-11711";"-13321.717"
4718;"Jerash Holdings (US), Inc. (JRSH)";"10410.117";"10692.389";"9075.809";"4767.296"
4719;"Air T, Inc. (AIRT)";"2277.109";"-3213.539";"4413.91";"2483.926"
4720;"InfuSystem Holdings Inc. (INFU)";"-20707";"-222";"2785";"3357"
4721;"Synacor, Inc. (SYNC)";"-9777";"-10740";"-3474";"-12931"
4722;"S&W Seed Company (SANW)";"-4725.09";"-11822.042";"365.227";"-3163.127"
4723;"Natuzzi S.p.A. (NTZ)";"-31399";"-6089";"-16484";"-49357"
4724;"UQM Technologies, Inc. (UQM)";"-4778.316";"-13948.426";"-6938.351";"-5988.53"
4725;"Power Solutions International, Inc. (PSIX)";"14278";"23726";"-18760";"6702"
4726;"Matinas BioPharma Holdings, Inc. (MTNB)";"-15486.489";"-7598.737";"-9135.4";"-10221.045"
4727;"Canterbury Park Holding Corporation (CPHC)";"4090.781";"4195.98";"2727.022";"2411.155"
4728;"Neuberger Berman California Intermediate Municipal Fund Inc. (NBW)";"1062";"6166";"3548";"10379"
4729;"Gabelli Convertible and Income  (GCV)";"12100.835";"7215.968";"-2988.364";"3056.895"
4730;"North European Oil Royalty Trust (NRT)";"7026.448";"6141.141";"11580.673";"18044.579"
4731;"TransAtlantic Petroleum Ltd. (TAT)";"-23875";"-6243";"-107538";"29076"
4732;"Destination Maternity Corporation (DEST)";"-21597";"-32760";"-4483";"-52140"
4733;"Tandy Leather Factory, Inc. (TLF)";"4451.751";"6402.259";"6402.405";"7706.921"
4734;"Patriot Transportation Holding, Inc. (PATI)";"1829";"5705";"3339";"3197"
4735;"Virco Mfg. Corporation (VIRC)";"-3209";"22760";"4549";"849"
4736;"Zion Oil & Gas, Inc. (ZN)";"-9989";"-8513";"-7306";"-6756"
4737;"Navios Maritime Holdings Inc. (NM)";"-165910";"-303823";"-134112";"-56203"
4738;"Kentucky First Federal Bancorp (KFFB)";"1323";"935";"1501";"2069"
4739;"Gaming Partners International Corporation (GPIC)";"3626";"5183";"6931";"2676"
4740;"RumbleON, Inc. (RMBL)";"-8573.323";"-224.578";"-44.724";"-48.809"
4741;"Brainstorm Cell Therapeutics Inc. (BCLI)";"-4952";"-4982";"-8488";"-9246"
4742;"Evogene Ltd. (EVGN)";"-20838";"-19592";"-17213";"-14530"
4743;"Renren Inc. (RENN)";"-110427";"-185352";"-220128";"60460"
4744;"Aevi Genomic Medicine, Inc. (GNMX)";"-34714";"-41904";"-37992";"-18433"
4745;"Aptevo Therapeutics Inc. (APVO)";"6973";"-112415";"-59317";"-51115"
4746;"Universal Technical Institute, Inc. (UTI)";"-8128";"-47696";"-9149";"2037"
4747;"Espey Mfg. & Electronics Corp. (ESP)";"3075.797";"1135.736";"3175.801";"3183.127"
4748;"Netshoes (Cayman) Limited (NETS)";"-169746";"-151074";"-98676";"-143966"
4749;"Internet Gold - Golden Lines Ltd. (IGLD)";"-15000";"-202000";"87000";"-103000"
4750;"Bank of the James Financial Group, Inc. (BOTJ)";"2922";"3286";"3692";"3413"
4751;"Delaware Investments Colorado Municipal Income Fund, Inc. (VCF)";"3123.853";"-48.815";"4003.688";"8783.086"
4752;"Actinium Pharmaceuticals, Inc. (ATNM)";"-26601.235";"-24321.724";"-21025.314";"-24687.509"
4753;"Western Copper and Gold Corporation (WRN)";"-2661.589";"-2088.4";"-2118.027";"-1911.974"
4754;"Network-1 Technologies, Inc. (NTIP)";"4133";"23223";"4107";"1766"
4755;"Pathfinder Bancorp, Inc. (PBHC)";"3491";"3272";"2889";"2745"
4756;"Sophiris Bio, Inc. (SPHS)";"-8628";"-11164";"-14197";"-30712"
4757;"Jason Industries, Inc. (JASN)";"-4478";"-67235";"-74458";"-16573"
4758;"Alimera Sciences, Inc. (ALIM)";"-22001";"-33174";"-30645";"-35910"
4759;"Amtech Systems, Inc. (ASYS)";"9131";"-7008";"-7771";"-13047"
4760;"Oncobiologics, Inc. (ONS)";"-38849.127";"-53301.989";"-47393.283";"-13732.473"
4761;"Novan, Inc. (NOVN)";"-37127";"-59699";"-28060";"-11388"
4762;"Computer Task Group, Incorporated (CTG)";"806";"-34638";"6510";"10350"
4763;"Emerge Energy Services LP (EMES)";"-6832";"-72770";"-9411";"89079"
4764;"Pacific Ethanol, Inc. (PEIX)";"-34964";"1419";"-18786";"21289"
4765;"Reed's, Inc. (REED)";"-18373";"-5009";"-3961";"-754"
4766;"LightInTheBox Holding Co., Ltd. (LITB)";"-9548";"-8723";"-39407";"-29987"
4767;"Almaden Minerals Ltd. (AAU)";"-5231.295";"-4023.504";"-1144.525";"-14982.667"
4768;"Anchor Bancorp (ANCB)";"2191";"2350";"495";"9827"
4769;"IRIDEX Corporation (IRIX)";"-12867";"-11713";"474";"10038"
4770;"Alio Gold Inc. (ALO)";"11898";"31738";"-190311";"9187"
4771;"Modern Media Acquisition Corp. (MMDM)";"452.594";"-0.324";"-1.187";"-1.846"
4772;"Coda Octopus Group, Inc. (CODA)";"3339.663";"4930.548";"1070.292";"1626.403"
4773;"Purple Innovation, Inc. (PRPL)";"-5442";"-1901";"-407";"665.157"
4774;"RF Industries, Ltd. (RFIL)";"382";"-4089";"994";"1439"
4775;"DLH Holdings Corp. (DLHC)";"3288";"3384";"8728";"5357"
4776;"Sachem Capital Corp. (SACH)";"4860.848";"3050.627";"2306.903";"1469.812"
4777;"180 Degree Capital Corp. (TURN)";"9417.743";"-16366.36";"-20245.83";"-13570.42"
4778;"RiceBran Technologies (RIBT)";"-4531";"-8530";"-8268";"-23029"
4779;"Aceto Corporation (ACET)";"-316121";"11376";"34766";"30878"
4780;"OncoCyte Corporation (OCX)";"-19375";"-11168";"-8735";"-4986"
4781;"China HGS Real Estate Inc. (HGSH)";"6329.114";"5018.94";"31427.626";"32444.757"
4782;"Eaton Vance New York Municipal Income Trust (EVY)";"4204.073";"40.924";"4156.374";"11992.759"
4783;"EVINE Live Inc. (EVLV)";"143";"-8745";"-12284";"-1378"
4784;"Peoples Financial Corporation (PFBX)";"2758";"167";"-4592";"-10004"
4785;"Radisys Corporation (RSYS)";"-52604";"-10251";"-14678";"-27581"
4786;"Caledonia Mining Corporation Plc (CMCL)";"9384";"8526";"4779";"4435"
4787;"BlackRock New York Municipal Income Trust II (BFY)";"-503.802";"9149.05";"3756.337";"15730.778"
4788;"Mogo Finance Technology Inc. (MOGO)";"-19729";"-17092";"-21351.468";"-13072.927"
4789;"Entrée Resources Ltd. (EGI)";"-3199";"-4663";"-7831";"-8669"
4790;"BioSig Technologies, Inc. (BSGM)";"-12695.743";"-11587.187";"-9461.452";"-8473.04"
4791;"Trinity Biotech plc (TRIB)";"-40270";"-100625";"21796";"17214"
4792;"FTD Companies, Inc. (FTD)";"-234041";"-83191";"-80142";"21528"
4793;"Aquinox Pharmaceuticals, Inc. (AQXP)";"-50183";"-37002";"-21860";"-24027"
4794;"Citizens First Corporation (CZFC)";"4089";"4217";"3607";"3241"
4795;"Oramed Pharmaceuticals Inc. (ORMP)";"-10480";"-10964";"-7232";"-5696"
4796;"Smith Micro Software, Inc. (SMSI)";"-6661";"-15343";"-2602";"-11799"
4797;"Home Federal Bancorp, Inc. of Louisiana (HFBL)";"3568";"3652";"3377";"3355"
4798;"Differential Brands Group Inc. (DFBG)";"-2458";"-17812";"760";"5251.45"
4799;"SeaChange International, Inc. (SEAC)";"13498";"-71249";"-47697";"-27484"
4800;"Odyssey Marine Exploration, Inc. (OMEX)";"-7759.472";"-6316.021";"-18207.163";"-26473.114"
4801;"Good Times Restaurants Inc. (GTIM)";"-2255";"-1321";"-791";"-690"
4802;"FTE Networks, Inc. (FTNW)";"-20029";"-6235";"-3228.399";"-3554.914"
4803;"CPI Aerostructures, Inc. (CVU)";"5767.634";"-3608.576";"5015.993";"-25209.275"
4804;"Friedman Industries, Incorporated (FRD)";"2759.404";"-2678.684";"294";"382.33"
4805;"Manhattan Bridge Capital, Inc. (LOAN)";"3438.534";"2836.96";"2237.571";"1454.505"
4806;"eMagin Corporation (EMAN)";"-7783";"-8049";"-4105";"-5257"
4807;"Atlantic American Corporation (AAME)";"4528";"2636";"4388";"4430"
4808;"The McClatchy Company (MNI)";"-332358";"-34193";"-300162";"373989"
4809;"Carolina Trust BancShares, Inc. (CART)";"404";"1119";"824";"6857"
4810;"TAT Technologies Ltd. (TATT)";"2396";"62";"5849";"1432"
4811;"Kingsway Financial Services Inc. (KFS)";"-15469";"803";"1107";"-12820"
4812;"Sears Hometown and Outlet Stores, Inc. (SHOS)";"-95057";"-131919";"-27261";"-168805"
4813;"Americas Silver Corporation (USAS)";"-3466";"-5207";"-19386";"-78695"
4814;"LRAD Corporation (LRAD)";"-876.754";"-1281.599";"9687.816";"3327.088"
4815;"JMU Limited (JMU)";"-161898.979";"-25293.145";"-93570.188";"-43856.347"
4816;"SharpSpring, Inc. (SHSP)";"-4975.238";"4951.01";"-8244.302";"-841.212"
4817;"LiqTech International, Inc. (LIQT)";"-4460.353";"-16418.634";"-2209.857";"-3066.068"
4818;"MicroVision, Inc. (MVIS)";"-24243";"-16472";"-14542";"-18120"
4819;"Pointer Telocation Ltd. (PNTR)";"16518";"3444";"3945";"13453"
4820;"Travelzoo (TZOO)";"3530";"6631";"10864";"13062"
4821;"Fred's, Inc. (FRED)";"-150185";"-66531";"-7371";"-28904"
4822;"Educational Development Corporation (EDUC)";"5214.7";"2860.9";"2119.3";"859.2"
4823;"Randolph Bancorp, Inc. (RNDB)";"-2126";"463";"-754";"-2167"
4824;"RADA Electronic Industries Ltd. (RADA)";"2239";"-4910";"-6461";"208"
4825;"Sound Financial Bancorp, Inc. (SFBC)";"5125";"5378";"4790";"4240"
4826;"Big 5 Sporting Goods Corporation (BGFV)";"1104";"16886";"15297";"14876"
4827;"Nicholas Financial, Inc. (NICK)";"-1098";"5409";"12379";"16856"
4828;"Finjan Holdings, Inc. (FNJN)";"22811";"350";"-12602";"-10479"
4829;"Cross Timbers Royalty Trust (CRT)";"6053.79";"6364.8";"8128.668";"15945.3"
4830;"MAM Software Group, Inc. (MAMS)";"3210";"4578";"3552";"3005"
4831;"Permianville Royalty Trust (PVL)";"44744.073";"8486.28";"13768.821";"28496.094"
4832;"Tecogen Inc. (TGEN)";"47.436";"-1096.283";"-2727.413";"-3745.812"
4833;"A-Mark Precious Metals, Inc. (AMRK)";"-3397";"7086";"9271";"7051"
4834;"Great Elm Capital Corporation (GECC)";"-2754";"-26811";"-9700.162";"-5200.728"
4835;"Permianville Royalty Trust (PVL)";"44744.073";"8486.28";"13768.821";"28496.094"
4836;"Tecogen Inc. (TGEN)";"47.436";"-1096.283";"-2727.413";"-3745.812"
4837;"A-Mark Precious Metals, Inc. (AMRK)";"-3397";"7086";"9271";"7051"
4838;"Great Elm Capital Corp. (GECC)";"-2754";"-26811";"-9700.162";"-5200.728"
4839;"G. Willi-Food International Ltd. (WILC)";"25023";"10852";"6844";"18854"
4840;"Newater Technology, Inc. (NEWA)";"2590.931";"2433.72";"945.577";"-1.593"
4841;"Ur-Energy Inc. (URG)";"76";"-3010";"-795";"-8749"
4842;"Superior Drilling Products, Inc. (SDPI)";"-278.705";"-9128.849";"-14455.579";"-621.397"
4843;"Adamis Pharmaceuticals Corporation (ADMP)";"-25538.98";"-19437.252";"-13571.997";"-10868.548"
4844;"Stein Mart, Inc. (SMRT)";"-24324";"401";"23711";"26906"
4845;"Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund (MFD)";"15912.564";"3127.671";"-23488.71";"20558.756"
4846;"Delaware Investments Dividend and Income Fund, Inc. (DDF)";"12603.481";"11152.789";"-2735.941";"13043.08"
4847;"Blueknight Energy Partners, L.P. (BKEP)";"19101";"-5273";"5842";"26931"
4848;"American River Bankshares (AMRB)";"3198";"6404";"5268";"4361"
4849;"Eagle Bancorp Montana, Inc. (EBMT)";"4103";"5132";"2580";"2612"
4850;"Pacific Coast Oil Trust (ROYT)";"4355";"229";"10009";"54087"
4851;"Luna Innovations Incorporated (LUNA)";"14614.905";"-2369.492";"2317.026";"5994.807"
4852;"ITUS Corporation (ITUS)";"-5008.991";"-5016.428";"-1379.043";"-9606.314"
4853;"CorMedix, Inc. (CRMD)";"-33009.914";"-24643.627";"-18187.529";"-20453.427"
4854;"Intelligent Systems Corporation (INS)";"473";"-1112";"18020";"-76"
4855;"Performant Financial Corporation (PFMT)";"-12729";"-11453";"-1795";"9400"
4856;"GlobalSCAPE, Inc. (GSB)";"1371";"3585";"4528";"3026"
4857;"India Globalization Capital, Inc. (IGC)";"-1786.274";"-1867.26";"-2808.244";"-4614.183"
4858;"Identiv, Inc. (INVE)";"-8138";"-13695";"-39144";"-17794"
4859;"HomeTown Bankshares Corporation (HMTA)";"2496";"2519";"3554";"3415"
4860;"Imprimis Pharmaceuticals, Inc. (IMMY)";"-11985";"-19087";"-15899";"-10118"
4861;"Sequential Brands Group, Inc. (SQBG)";"-185718";"-821";"-2871";"-1068"
4862;"Summit State Bank (SSBI)";"3292";"4967";"6030";"5485"
4863;"Ellomay Capital Ltd. (ELLO)";"-6115";"-209";"8340";"6658"
4864;"Fauquier Bankshares, Inc. (FBSS)";"2496";"3674";"-612";"4806"
4865;"Cumberland Pharmaceuticals Inc. (CPIX)";"-7978.633";"-944.683";"731.351";"2423.723"
4866;"DHI Group, Inc. (DHX)";"15978";"-5398";"-10968";"27612"
4867;"Great Elm Capital Group, Inc. (GEC)";"-11067";"-15207";"9422";"-41759"
4868;"PB Bancorp, Inc. (PBBI)";"3129";"2316";"900";"551"
4869;"Patriot National Bancorp, Inc. (PNBK)";"4147";"1930";"2143";"15709"
4870;"Hunt Companies Finance Trust, Inc. (HCFT)";"4706.961";"-7989.955";"450.479";"3313.786"
4871;"Stewardship Financial Corporation (SSFN)";"3947";"4736";"4200";"3085"
4872;"PCTEL, Inc. (PCTI)";"3822";"-17681";"-1568";"4612"
4873;"The ONE Group Hospitality, Inc. (STKS)";"-4216";"-16688";"6930.693";"4630.159"
4874;"Ophthotech Corporation (OPHT)";"114205";"-193420";"-105717";"-116772"
4875;"Alcentra Capital Corporation (ABDC)";"-19101.742";"8789.786";"12611.774";"22102.532"
4876;"Dover Downs Gaming & Entertainment, Inc. (DDE)";"-1068";"786";"1873";"-706"
4877;"Resonant Inc. (RESN)";"-21653";"-15247";"-9715";"-9731"
4878;"QuickLogic Corporation (QUIK)";"-14131";"-19148";"-17848";"-13079"
4879;"Poage Bankshares, Inc. (PBSK)";"-2868";"1795";"3177";"1846"
4880;"Perceptron, Inc. (PRCP)";"3716";"-168";"-22113";"-461"
4881;"China Automotive Systems, Inc. (CAAS)";"-19346";"22511";"27388";"33542"
4882;"Orgenesis Inc. (ORGS)";"-12367";"-11113";"-4461";"-5504"
4883;"Aware, Inc. (AWRE)";"1282";"4103";"4614";"4583"
4884;"IF Bancorp, Inc. (IROQ)";"1738";"3919";"3566";"3274"
4885;"Dunxin Financial Holdings Limited (DXF)";"26853";"33558";"29484";"6770.467"
4886;"United-Guardian, Inc. (UG)";"3844.29";"2581.142";"4606.929";"4050.416"
4887;"Protalix BioTherapeutics, Inc. (PLX)";"-85276";"-29365";"58037";"-29943"
4888;"Lantronix, Inc. (LTRX)";"680";"-277";"-1962";"-2771"
4889;"Ark Restaurants Corp. (ARKR)";"4039";"4030";"5390";"4915"
4890;"J.W. Mays, Inc. (MAYS)";"2974.141";"1925.539";"1517.76";"2208.682"
4891;"The Gabelli Global Utility & Income Trust (GLU)";"17569.477";"7785.028";"-3251.273";"5444.02"
4892;"Eaton Vance California Municipal Income Trust (CEV)";"4925.351";"-750.271";"4974.325";"16426.058"
4893;"Dover Motorsports, Inc. (DVD)";"8426";"3801";"5285";"3145"
4894;"Consumer Portfolio Services, Inc. (CPSS)";"3765";"29300";"34681";"29516"
4895;"Salem Media Group, Inc. (SALM)";"24644";"8873";"11150";"5475"
4896;"Wellesley Bancorp, Inc. (WEBK)";"3185";"2936";"2649";"1777"
4897;"JetPay Corporation (JTPY)";"-3105";"-8215";"-1198";"-6858"
4898;"Volt Information Sciences, Inc. (VISI)";"27132";"-14570";"-24620";"-18988"
4899;"VOC Energy Trust (VOC)";"8415";"4845";"7990";"31450"
4900;"FuelCell Energy, Inc. (FCEL)";"-53903";"-50957";"-29359";"-38125"
4901;"Akoustis Technologies, Inc. (AKTS)";"-21738.627";"-9833.244";"-5406.167";"-3710.827"
4902;"BioLineRx Ltd. (BLRX)";"-24352";"-15841";"-14400";"-11076"
4903;"AmeriServ Financial, Inc. (ASRV)";"3293";"2310";"5997";"3023"
4904;"STRATA Skin Sciences, Inc. (SSKN)";"-18831";"-3335";"-24947";"-14145"
4905;"EDAP TMS S.A. (EDAP)";"-681";"3842";"-1667";"-512"
4906;"Remark Holdings, Inc. (MARK)";"-106735";"-31679";"-31447";"-18210"
4907;"Key Tronic Corporation (KTCC)";"-1325";"5617";"6533";"4304"
4908;"Cypress Energy Partners, L.P. (CELP)";"3237";"1635";"4140";"-20301"
4909;"Alaska Communications Systems Group, Inc. (ALSK)";"-6101";"2386";"12954";"-2780"
4910;"Emclaire Financial Corp. (EMCF)";"4277";"3986";"4154";"4017"
4911;"OncoMed Pharmaceuticals, Inc. (OMED)";"-39062";"-103102";"-85407";"-50010"
4912;"Anixa Biosciences, Inc. (ANIX)";"-5008.991";"-5016.428";"-1379.043";"-9606.314"
4913;"United Bancshares, Inc. (UBOH)";"3846";"5521";"5917";"4311"
4914;"Blue Capital Reinsurance Holdings Ltd. (BCRH)";"-43200";"14300";"20700";"15100"
4915;"United Bancorp, Inc. (UBCP)";"3546";"3580";"3224";"2651"
4916;"inTEST Corporation (INTT)";"975";"2658";"1861";"3439"
4917;"RealNetworks, Inc. (RNWK)";"-16305";"-36550";"-81847";"-71815"
4918;"Western Asset Variable Rate Str (GFY)";"8595.276";"3200.583";"-2897.271";"6736.772"
4919;"Chesapeake Granite Wash Trust (CHKR)";"13311";"12485";"53315";"83984"
4920;"Arotech Corporation (ARTX)";"3834.136";"-2848.256";"-2945.026";"3486.961"
4921;"Magyar Bancorp, Inc. (MGYR)";"1423";"1091";"897";"574"
4922;"Senomyx, Inc. (SNMX)";"-1263";"-10686";"-12648";"-12150"
4923;"Aviat Networks, Inc. (AVNW)";"1845";"-823";"-29907";"-24625"
4924;"Limbach Holdings, Inc. (LMB)";"712";"1870";"4372";"-253.007"
4925;"JAKKS Pacific, Inc. (JAKK)";"-83085";"1243";"23254";"21509"
4926;"Leap Therapeutics, Inc. (LPTX)";"-29727";"-25632";"-12050";"-7705"
4927;"SORL Auto Parts, Inc. (SORL)";"24324.221";"19219.394";"13308.486";"13801.03"
4928;"NewLink Genetics Corporation (NLNK)";"-71951";"-85155";"-40381";"96017"
4929;"Veru Inc. (VERU)";"-6612.047";"344.725";"4346.036";"2433.061"
4930;"The InterGroup Corporation (INTG)";"4081";"-1653";"-7136";"2942"
4931;"Natural Alternatives International, Inc. (NAII)";"5051";"7235";"9546";"3346"
4932;"Elmira Savings Bank (ESBK)";"4851";"4337";"4122";"3665"
4933;"VolitionRx Limited (VNRX)";"-14769.207";"-11905.278";"-9530.242";"-8213.529"
4934;"Aberdeen Global Income Fund, Inc. (FCO)";"6875.562";"5787.02";"-11970.338";"1308.58"
4935;"Perma-Pipe International Holdings, Inc. (PPIH)";"-9976";"-12474";"-4409";"-181"
4936;"Mastech Digital, Inc. (MHH)";"1626";"2520";"2753";"3423"
4937;"Unique Fabricating, Inc. (UFAB)";"6486.691";"6684.12";"5028.938";"4464.84"
4938;"Edgewater Technology, Inc. (EDGW)";"-29136";"-2834";"-4060";"4064"
4939;"Full House Resorts, Inc. (FLL)";"-5028";"-5094";"-1317";"-20845"
4940;"Harvest Capital Credit Corporation (HCAP)";"1632.586";"6006.487";"6411.013";"9395.482"
4941;"Aptose Biosciences Inc. (APTO)";"-11661";"-14240";"-11711";"-13321.717"
4942;"Jerash Holdings (US), Inc. (JRSH)";"10410.117";"10692.389";"9075.809";"4767.296"
4943;"Air T, Inc. (AIRT)";"2277.109";"-3213.539";"4413.91";"2483.926"
4944;"InfuSystem Holdings Inc. (INFU)";"-20707";"-222";"2785";"3357"
4945;"Synacor, Inc. (SYNC)";"-9777";"-10740";"-3474";"-12931"
4946;"S&W Seed Company (SANW)";"-4725.09";"-11822.042";"365.227";"-3163.127"
4947;"Natuzzi S.p.A. (NTZ)";"-31399";"-6089";"-16484";"-49357"
4948;"UQM Technologies, Inc. (UQM)";"-4778.316";"-13948.426";"-6938.351";"-5988.53"
4949;"Power Solutions International, Inc. (PSIX)";"14278";"23726";"-18760";"6702"
4950;"Matinas BioPharma Holdings, Inc. (MTNB)";"-15486.489";"-7598.737";"-9135.4";"-10221.045"
4951;"Canterbury Park Holding Corporation (CPHC)";"4090.781";"4195.98";"2727.022";"2411.155"
4952;"Neuberger Berman California Intermediate Municipal Fund Inc. (NBW)";"1062";"6166";"3548";"10379"
4953;"Gabelli Convertible and Income  (GCV)";"12100.835";"7215.968";"-2988.364";"3056.895"
4954;"North European Oil Royalty Trust (NRT)";"7026.448";"6141.141";"11580.673";"18044.579"
4955;"TransAtlantic Petroleum Ltd. (TAT)";"-23875";"-6243";"-107538";"29076"
4956;"Destination Maternity Corporation (DEST)";"-21597";"-32760";"-4483";"-52140"
4957;"Tandy Leather Factory, Inc. (TLF)";"4451.751";"6402.259";"6402.405";"7706.921"
4958;"Patriot Transportation Holding, Inc. (PATI)";"1829";"5705";"3339";"3197"
4959;"Virco Mfg. Corporation (VIRC)";"-3209";"22760";"4549";"849"
4960;"Zion Oil & Gas, Inc. (ZN)";"-9989";"-8513";"-7306";"-6756"
4961;"Navios Maritime Holdings Inc. (NM)";"-165910";"-303823";"-134112";"-56203"
4962;"Kentucky First Federal Bancorp (KFFB)";"1323";"935";"1501";"2069"
4963;"Gaming Partners International Corporation (GPIC)";"3626";"5183";"6931";"2676"
4964;"RumbleON, Inc. (RMBL)";"-8573.323";"-224.578";"-44.724";"-48.809"
4965;"Brainstorm Cell Therapeutics Inc. (BCLI)";"-4952";"-4982";"-8488";"-9246"
4966;"Evogene Ltd. (EVGN)";"-20838";"-19592";"-17213";"-14530"
4967;"Renren Inc. (RENN)";"-110427";"-185352";"-220128";"60460"
4968;"Aevi Genomic Medicine, Inc. (GNMX)";"-34714";"-41904";"-37992";"-18433"
4969;"Aptevo Therapeutics Inc. (APVO)";"6973";"-112415";"-59317";"-51115"
4970;"Universal Technical Institute, Inc. (UTI)";"-8128";"-47696";"-9149";"2037"
4971;"Espey Mfg. & Electronics Corp. (ESP)";"3075.797";"1135.736";"3175.801";"3183.127"
4972;"Netshoes (Cayman) Limited (NETS)";"-169746";"-151074";"-98676";"-143966"
4973;"Internet Gold - Golden Lines Ltd. (IGLD)";"-15000";"-202000";"87000";"-103000"
4974;"Bank of the James Financial Group, Inc. (BOTJ)";"2922";"3286";"3692";"3413"
4975;"Delaware Investments Colorado Municipal Income Fund, Inc. (VCF)";"3123.853";"-48.815";"4003.688";"8783.086"
4976;"Actinium Pharmaceuticals, Inc. (ATNM)";"-26601.235";"-24321.724";"-21025.314";"-24687.509"
4977;"Western Copper and Gold Corporation (WRN)";"-2661.589";"-2088.4";"-2118.027";"-1911.974"
4978;"Network-1 Technologies, Inc. (NTIP)";"4133";"23223";"4107";"1766"
4979;"Pathfinder Bancorp, Inc. (PBHC)";"3491";"3272";"2889";"2745"
4980;"Sophiris Bio, Inc. (SPHS)";"-8628";"-11164";"-14197";"-30712"
4981;"Jason Industries, Inc. (JASN)";"-4478";"-67235";"-74458";"-16573"
4982;"Alimera Sciences, Inc. (ALIM)";"-22001";"-33174";"-30645";"-35910"
4983;"Amtech Systems, Inc. (ASYS)";"9131";"-7008";"-7771";"-13047"
4984;"Oncobiologics, Inc. (ONS)";"-38849.127";"-53301.989";"-47393.283";"-13732.473"
4985;"Novan, Inc. (NOVN)";"-37127";"-59699";"-28060";"-11388"
4986;"Computer Task Group, Incorporated (CTG)";"806";"-34638";"6510";"10350"
4987;"Emerge Energy Services LP (EMES)";"-6832";"-72770";"-9411";"89079"
4988;"Pacific Ethanol, Inc. (PEIX)";"-34964";"1419";"-18786";"21289"
4989;"Reed's, Inc. (REED)";"-18373";"-5009";"-3961";"-754"
4990;"LightInTheBox Holding Co., Ltd. (LITB)";"-9548";"-8723";"-39407";"-29987"
4991;"Almaden Minerals Ltd. (AAU)";"-5231.295";"-4023.504";"-1144.525";"-14982.667"
4992;"Anchor Bancorp (ANCB)";"2191";"2350";"495";"9827"
4993;"IRIDEX Corporation (IRIX)";"-12867";"-11713";"474";"10038"
4994;"Alio Gold Inc. (ALO)";"11898";"31738";"-190311";"9187"
4995;"Modern Media Acquisition Corp. (MMDM)";"452.594";"-0.324";"-1.187";"-1.846"
4996;"Coda Octopus Group, Inc. (CODA)";"3339.663";"4930.548";"1070.292";"1626.403"
4997;"Purple Innovation, Inc. (PRPL)";"-5442";"-1901";"-407";"665.157"
4998;"RF Industries, Ltd. (RFIL)";"382";"-4089";"994";"1439"
4999;"DLH Holdings Corp. (DLHC)";"3288";"3384";"8728";"5357"
5000;"Sachem Capital Corp. (SACH)";"4860.848";"3050.627";"2306.903";"1469.812"
5001;"180 Degree Capital Corp. (TURN)";"9417.743";"-16366.36";"-20245.83";"-13570.42"
5002;"RiceBran Technologies (RIBT)";"-4531";"-8530";"-8268";"-23029"
5003;"Aceto Corporation (ACET)";"-316121";"11376";"34766";"30878"
5004;"OncoCyte Corporation (OCX)";"-19375";"-11168";"-8735";"-4986"
5005;"China HGS Real Estate Inc. (HGSH)";"6329.114";"5018.94";"31427.626";"32444.757"
5006;"Eaton Vance New York Municipal Income Trust (EVY)";"4204.073";"40.924";"4156.374";"11992.759"
5007;"EVINE Live Inc. (EVLV)";"143";"-8745";"-12284";"-1378"
5008;"Peoples Financial Corporation (PFBX)";"2758";"167";"-4592";"-10004"
